id,product_id,product_img,unit_id,mrp,sale_price,stock_status,status,created_date,updated_date
1,1,Colgate_strong_Teeth_Tooth_Paste_100gms.png,182,58,55,1000,1,1607007117,1607007117
2,1,Colgate_strong_Teeth_Tooth_Paste_200g.png,210,103,97,1000,1,1607007117,1607007117
3,1,Colgate_strong_Teeth_Tooth_Paste_500gms.png,223,156,148,1000,1,1607007117,1607007117
4,1,Colgate_strong_Teeth_Tooth_Paste_46gms.png,145,20,19,1000,1,1607007117,1607007117
5,1,Colgate_strong_Teeth_Tooth_Paste_500gms.png,235,231,220,1000,1,1607007117,1607007117
6,2,Colgate_Total_Tooth_Paste_120gms.png,187,120,114,1000,1,1607007117,1607007117
7,3,Colgate_Max_Fresh_blue_Tooth_Paste_80gms.png,171,55,52,1000,1,1607007117,1607007117
8,3,Colgate_Max_Fresh_blue_Tooth_Paste_150gms.png,198,99,95,1000,1,1607007117,1607007117
9,3,Colgate_Max_Fresh_blue_Tooth_Paste_300gms.png,258,170,158,1000,1,1607007117,1607007117
10,4,Colgate_Max_Fresh_red_Tooth_Paste_80gms.png,175,55,52,1000,1,1607007117,1607007117
11,4,Colgate_Max_Fresh_red_Tooth_Paste_150gms.png,198,101,96,1000,1,1607007117,1607007117
12,4,Colgate_Max_Fresh_red_Tooth_Paste_300gms.png,258,178,135,1000,1,1607007117,1607007117
13,5,Colgate_Herba_Tooth_Paste_100gms.png,182,60,57,1000,1,1607007117,1607007117
14,6,Colgate_Charcol_clean_Tooth_Paste_120_gms.png,187,99,95,1000,1,1607007117,1607007117
15,7,colgate_Cibaca_Tooth_Paste_80gms.png,171,30,29,1000,1,1607007117,1607007117
16,7,colgate_Cibaca_Tooth_Paste_175gm.png,204,59,57,1000,1,1607007117,1607007117
17,8,Colgate_Active_salt_Teeth_Tooth_Paste_20gms.png,117,10,10,1000,1,1607007117,1607007117
18,8,Colgate_Active_salt_Teeth_Tooth_Paste_46gms.png,145,20,19,1000,1,1607007117,1607007117
19,8,Colgate_Active_salt_Teeth_Tooth_Paste_100gms.png,182,61,58,1000,1,1607007117,1607007117
20,8,Colgate_Active_salt_Teeth_Tooth_Paste_200gms.png,210,107,100,1000,1,1607007117,1607007117
21,8,Colgate_Active_salt_Teeth_Tooth_Paste_300gms.png,260,144,130,1000,1,1607007117,1607007117
22,9,Colgate_Veda_Shakthi_Tooth_Paste_20gms.png,117,10,10,1000,1,1607007117,1607007117
23,9,Colgate_Veda_Shakthi_Tooth_Paste_100gms.png,182,59,56,1000,1,1607007117,1607007117
24,9,Colgate_Veda_Shakthi_Tooth_Paste_200gms.png,210,105,100,1000,1,1607007117,1607007117
25,9,Colgate_Veda_Shakthi_Tooth_Paste_400gms.png,262,170,160,1000,1,1607007117,1607007117
26,10,Colgate_sensitive_plus_Teeth_Tooth_Paste_30g.png,127,63,60,1000,1,1607007117,1607007117
27,10,Colgate_sensitive_plus_Teeth_Tooth_Paste_40g.png,138,62,60,1000,1,1607007117,1607007117
28,10,Colgate_sensitive_plus_Teeth_Tooth_Paste_70g.png,164,120,110,1000,1,1607007117,1607007117
29,11,Colgate_Active_salt_Neem_Tooth_Paste_100gms.png,182,65,63,1000,1,1607007117,1607007117
30,11,Colgate_Active_salt_Neem_Tooth_Paste_200gms.png,210,106,102,1000,1,1607007117,1607007117
31,12,Colgate_Active_salt_Lemon_Tooth_Paste_100gms.png,182,65,62,1000,1,1607007117,1607007117
32,12,Colgate_Active_salt_Lemon_Tooth_Paste_200gms.png,210,106,102,1000,1,1607007117,1607007117
33,13,Colgate_visi_white_Tooth_Paste_50gms.png,150,62,60,1000,1,1607007117,1607007117
34,13,Colgate_visi_white_Tooth_Paste_100gms.png,182,115,110,1000,1,1607007117,1607007117
35,14,Colgate_Active_salt_Lemon_Tooth_Paste_100gms.png,182,58,56,1000,1,1607007117,1607007117
36,15,Colgate_Plax_tea_60ml.png,16,30,28,1000,1,1607007117,1607007117
37,15,Colgate_Plax_tea_250ml.png,51,120,115,1000,1,1607007117,1607007117
38,16,Colgate_Plax_fresh_mint_60ml.png,16,30,28,1000,1,1607007117,1607007117
39,16,Colgate_Plax_fresh_mint_100ml.png,27,49,47,1000,1,1607007117,1607007117
40,16,Colgate_Plax_fresh_mint_250ml.png,51,120,100,1000,1,1607007117,1607007117
41,17,Colgate_Plax_Peppermint_60ml.png,16,30,28,1000,1,1607007117,1607007117
42,17,Colgate_Plax_Peppermint_100ml.png,27,49,47,1000,1,1607007117,1607007117
43,17,Colgate_Plax_Peppermint_250ml.png,51,120,100,1000,1,1607007117,1607007117
44,18,"Colgate_kids_Tooth_Powder_Bubble_Flavour _6+years_80gms.png",171,86,81,1000,1,1607007117,1607007117
45,19,Colgate_kids_Tooth_Powder_strawberry_Flavour_80gms.png,171,86,81,1000,1,1607007117,1607007117
46,20,Colgate_kids_Tooth_Powder_Bubble_Flavour_2-5years_40gm.png,138,40,39,1000,1,1607007117,1607007117
47,21,Colgate_kids_Tooth_Powder_strawberry_Flavour_3-5years_40gms.png,138,40,39,1000,1,1607007117,1607007117
48,22,Colgate_Tooth_Powder_super_Rakshah_100gms.png,182,49,46,1000,1,1607007117,1607007117
49,22,Colgate_Tooth_Powder_super_Rakshah_200gms.png,210,80,78,1000,1,1607007117,1607007117
50,23,Closeup_Super_Fresh_Tooth_Paste_40gms.png,150,20,19,1000,1,1607007117,1607007117
51,23,closeup_super_fresh_90gm.png,177,54,52,1000,1,1607007117,1607007117
52,23,Closeup_Super_Fresh_Tooth_Paste_150gms.png,198,90,85,1000,1,1607007117,1607007117
53,23,Closeup_Super_Fresh_Tooth_Paste_300gms.png,255,160,140,1000,1,1607007117,1607007117
54,23,Closeup_Super_Fresh_Tooth_Paste_28gms.png,120,10,10,1000,1,1607007117,1607007117
55,24,Closeup_Triple_fresh_23gms.png,120,10,10,1000,1,1607007117,1607007117
56,24,Closeup_Triple_fresh_80gms.png,177,54,52,1000,1,1607007117,1607007117
57,24,Closeup_Triple_fresh_150gms.png,198,90,85,1000,1,1607007117,1607007117
58,24,"Closeup Triple fresh300gm.png",258,160,140,1000,1,1607007117,1607007117
59,25,Dabur_Tooth_Powder_danth_manjan_26gms.png,157,30,29,1000,1,1607007117,1607007117
60,25,Dabur_Tooth_Powder_danth_manjan_100gms.png,182,49,47,1000,1,1607007117,1607007117
61,25,Dabur_Tooth_Powder_danth_manjan_150gms.png,198,68,65,1000,1,1607007117,1607007117
62,26,Dabur_Red_Tooth_Paste_18g.png,115,10,10,1000,1,1607007117,1607007117
63,26,Dabur_Red_Tooth_Paste_45g.png,144,20,19,1000,1,1607007117,1607007117
64,26,Dabur_Red_Tooth_Paste_100g.png,182,58,55,1000,1,1607007117,1607007117
65,26,Dabur_Red_Tooth_Paste_200g.png,210,102,97,1000,1,1607007117,1607007117
66,26,Dabur_Red_Tooth_Paste_300g.png,223,149,141,1000,1,1607007117,1607007117
67,26,Dabur_Red_Tooth_Paste_400g.png,230,173,165,1000,1,1607007117,1607007117
68,27,Dabur_Red_Gel_Tooth_Paste_150gm.png,198,80,75,1000,1,1607007117,1607007117
69,28,Dabur_Herbal_Clove_Tooth_Paste_45gms.png,144,20,19,1000,1,1607007117,1607007117
70,28,Dabur_Herbal_Clove_Tooth_Paste_100gms.png,182,50,47,1000,1,1607007117,1607007117
71,28,Dabur_Herbal_Clove_Tooth_Paste_200gms.png,210,90,85,1000,1,1607007117,1607007117
72,29,Dabur_Miswak_Tooth_Paste_50gm.png,150,20,19,1000,1,1607007117,1607007117
73,29,Dabur_Miswak_Tooth_Paste_100gm.png,182,58,55,1000,1,1607007117,1607007117
74,29,Dabur_Miswak_Tooth_Paste_200gm.png,210,97,93,1000,1,1607007117,1607007117
75,29,Dabur_Miswak_Tooth_Paste_300gm.png,223,155,145,1000,1,1607007117,1607007117
76,30,Dabur_babool_100gms.png,182,30,28,1000,1,1607007117,1607007117
77,30,Dabur_Babool_175gms.png,204,55,52,1000,1,1607007117,1607007117
78,30,Dabur_Baboo_l2n_175gms.png,263,90,85,1000,1,1607007117,1607007117
79,31,Ayush_Whitne_Tooth_Paste24g.png,121,10,10,1000,1,1607007117,1607007117
80,31,Ayush_Whitne_Tooth_Paste40g.png,138,18,16,1000,1,1607007117,1607007117
81,31,Ayush_Whitne_Tooth_Paste80g.png,171,40,38,1000,1,1607007117,1607007117
82,31,Ayush_Whitne_Tooth_Paste150g.png,198,80,76,1000,1,1607007117,1607007117
83,32,Ayush_Anti_Caviate_Tooth_Paste24gm.png,121,10,10,1000,1,1607007117,1607007117
84,32,Ayush_Anti_Caviate_Tooth_Paste80gm.png,171,43,41,1000,1,1607007117,1607007117
85,33,sensodyne_freshmint_toothpaste_40gms.png,138,75,72,1000,1,1607007117,1607007117
86,33,sensodyne_freshmint_toothpaste_75gms.png,168,120,115,1000,1,1607007117,1607007117
87,33,sensodyne_freshmint_toothpaste_150gms.png,198,199,190,1000,1,1607007117,1607007117
88,34,Sensodyne_Rapid_relief_ToothPaste_40gms.png,138,90,87,1000,1,1607007117,1607007117
89,34,Sensodyne_Rapid_relief_ToothPaste_80gms.png,171,160,152,1000,1,1607007117,1607007117
90,35,Sensodyne_Fresh_Repair&Protect_ToothPaste_40gms.png,138,70,65,1000,1,1607007117,1607007117
91,35,Sensodyne_Fresh_Repair&Protect_ToothPaste_70gms.png,164,185,175,1000,1,1607007117,1607007117
92,35,Sensodyne_Fresh_Repair&Protect_ToothPaste_100gms.png,182,220,210,1000,1,1607007117,1607007117
93,36,Sensodyne_whitening_ToothPaste_40gms.png,138,99,95,1000,1,1607007117,1607007117
94,36,Sensodyne_whitening_ToothPaste_70gms.png,164,130,125,1000,1,1607007117,1607007117
95,37,Sensodyne_Fresh_Gel_ToothPaste_40gms.png,138,75,72,1000,1,1607007117,1607007117
96,37,Sensodyne_Fresh_Gel_ToothPaste_4075gms.png,168,115,110,1000,1,1607007117,1607007117
97,37,Sensodyne_Fresh_Gel_ToothPaste_150gms.png,198,210,200,1000,1,1607007117,1607007117
98,37,Sensodyne_FreshGel_ToothPaste_450gms.png,270,380,360,1000,1,1607007117,1607007117
99,38,"Sensodyne_ Deep_ Clean_Tooth_ Paste_40g.png",138,75,72,1000,1,1607007117,1607007117
100,38,Sensodyne_Deep_Clean_ToothPaste_70gms.png,164,125,120,1000,1,1607007117,1607007117
101,38,Sensodyne_Deep_Clean_ToothPaste_100gms.png,182,190,185,1000,1,1607007117,1607007117
102,39,Sensodyne_Freshmint_Tooth_Paste_450gms.png,270,380,360,1000,1,1607007117,1607007117
103,40,Sensodyne_Herbal_Multicare_ToothPaste_70gms.png,164,120,114,1000,1,1607007117,1607007117
104,41,Himalaya_sparkling_white_FreshGel_Tooth_Paste_80gms.png,171,60,56,1000,1,1607007117,1607007117
105,42,Himalya_complete_Tooth_Paste_80gms.png,171,50,47,1000,1,1607007117,1607007117
106,43,Himayala_sensitive_Tooth_Paste_80gms.png,171,90,86,1000,1,1607007117,1607007117
107,44,Pepsodent_Germ_Check_ToothPaste_43gms.png,120,10,10,1000,1,1607007117,1607007117
108,44,Pepsodent_Germ_Check_ToothPaste_58gms.png,155,20,19,1000,1,1607007117,1607007117
109,44,Pepsodent_GermCheck_ToothPaste_100gms.png,182,50,48,1000,1,1607007117,1607007117
110,44,Pepsodent_GermCheck_ToothPaste_200gms.png,210,90,86,1000,1,1607007117,1607007117
111,45,Pepsodent_Lavanga&Salt_ToothPaste_25gms.png,123,10,10,1000,1,1607007117,1607007117
112,45,Pepsodent_Lavanga&Salt_ToothPaste_100gms.png,182,52,50,1000,1,1607007117,1607007117
113,45,Pepsodent_Lavanga&Salt_ToothPaste_200gms.png,210,94,90,1000,1,1607007117,1607007117
114,46,Pepsodent_2in1_ToothPaste_80gms.png,171,52,50,1000,1,1607007117,1607007117
115,46,Pepsodent_2in1_ToothPaste_150gms.png,198,97,93,1000,1,1607007117,1607007117
116,47,Pepsodent_Whitening_ToothPaste_80gms.png,171,50,48,1000,1,1607007117,1607007117
117,47,Pepsodent_Whitening_ToothPaste_150gms.png,198,95,90,1000,1,1607007117,1607007117
118,48,Pepsodent_Clove_ToothPaste_100gms.png,182,50,48,1000,1,1607007117,1607007117
119,49,Pepsodent_Gum_Care_ToothPaste_70gms.png,164,55,53,1000,1,1607007117,1607007117
120,49,Pepsodent_Gum_Care_ToothPaste_140gms.png,194,98,93,1000,1,1607007117,1607007117
121,50,Vicco_Vajradanti_Ayurvedic_Paste_80gms_Saunf_Flavour.png,171,50,48,1000,1,1607007117,1607007117
122,50,Vicco_Vajradanti_Ayurvedic_Paste_160gms_Saunf_Flavour.png,201,90,84,1000,1,1607007117,1607007117
123,51,Vicco_Tooth_Paste_50gms.png,150,39,38,1000,1,1607007117,1607007117
124,51,Vicco_Tooth_Paste_100gms.png,182,73,70,1000,1,1607007117,1607007117
125,51,Vicco_Tooth_Paste_200gms.png,210,120,115,1000,1,1607007117,1607007117
126,52,Vicco_Vajradanti_Ayurvedic_Powder_25gms.png,123,30,29,1000,1,1607007117,1607007117
127,52,Vicco_Vajradanti_Ayurvedic_Powder_100gms.png,182,89,87,1000,1,1607007117,1607007117
128,53,Farooky_Tooth_Powder_80gms.png,138,50,46,1000,1,1607007117,1607007117
129,53,"Farooky Tooth Powder 80gm.png",171,80,75,1000,1,1607007117,1607007117
130,54,Patanjali_Danata_kanti_Natural_ToothPaste_200gms.png,210,95,90,1000,1,1607007117,1607007117
131,54,Patanjali_Danata_kanti_Natural_Tooth_Paste_300gms.png,260,170,165,1000,1,1607007117,1607007117
132,54,Patanjali_Danata_kanti_Natural_ToothPaste_100gms.png,182,50,47,1000,1,1607007117,1607007117
133,55,Patanjali_Danata_kanti_Medicated_ToothPaste_100gms.png,182,45,43,1000,1,1607007117,1607007117
134,56,Patanjali_Danata_kanti__Advance_Tooth_Paste_100gms.png,182,90,87,1000,1,1607007117,1607007117
135,56,Patanjali_Danata_kanti__Advance_Tooth_Paste_300gms.png,257,130,122,1000,1,1607007117,1607007117
136,57,Patanjali_Danata_kanti_Junior_ToothPaste_100gms.png,182,35,34,1000,1,1607007117,1607007117
137,58,Biotique_Complete_Tooth_Paste_140gm.png,194,96,91,1000,1,1607007117,1607007117
138,59,"Bajaj_ Almond_Hair Oil_50ml.png",15,37,35,1000,1,1607007117,1607007117
139,59,Bajaj_Almond_Hair_Oil_100ml.png,27,69,66,1000,1,1607007117,1607007117
140,59,Bajaj_Almond_Hair_Oil_200ml.png,47,133,125,1000,1,1607007117,1607007117
141,59,Bajaj_Almond_Hair_Oil_300ml.png,54,180,171,1000,1,1607007117,1607007117
142,59,Bajaj_Almond_Hair_Oil_500ml.png,63,305,289,1000,1,1607007117,1607007117
143,60,Bajaj_Brahmi_Amla_Hair_Oil_90ml.png,25,45,44,1000,1,1607007117,1607007117
144,61,Dabur_amla_hair_oil_45ml.png,13,20,19,1000,1,1607007117,1607007117
145,61,Dabur_amla_hair_oil_108ml.png,28,47,45,1000,1,1607007117,1607007117
146,61,Dabur_amla_hair_oil_180ml.png,42,90,85,1000,1,1607007117,1607007117
147,61,Dabur_amla_hair_oil_275ml.png,53,138,132,1000,1,1607007117,1607007117
148,61,Dabur_amla_hair_oil_450ml.png,60,199,189,1000,1,1607007117,1607007117
149,62,Dabur_Vatika_Enriched_Cocount_Hair_Oil_90ml.png,25,45,43,1000,1,1607007117,1607007117
150,62,Dabur_Vatika_Enriched_Cocount_Hair_Oil_150ml.png,36,97,93,1000,1,1607007117,1607007117
151,62,Dabur_Vatika_Enriched_Cocount_Hair_Oil_300ml.png,54,180,170,1000,1,1607007117,1607007117
152,63,Dabur_Vatika_Hibiscus_Hair_Oil_90ml.png,25,39,37,1000,1,1607007117,1607007117
153,63,Dabur_Vatika_Hibiscus_Hair_Oil_150ml.png,36,97,90,1000,1,1607007117,1607007117
154,63,Dabur_Vatika_Hibiscus_Hair_Oil_300ml.png,54,180,170,1000,1,1607007117,1607007117
155,64,Dabur_almond_hair_oil_100ml.png,27,69,65,1000,1,1607007117,1607007117
156,64,Dabur_almond_hair_oil_200ml.png,47,133,128,1000,1,1607007117,1607007117
157,64,Dabur_almond_hair_oil_500ml.png,63,280,266,1000,1,1607007117,1607007117
158,65,Dabur_almond_hair_oil_combo_with_no1_200ml.png,47,125,120,1000,1,1607007117,1607007117
159,66,Dabur_amla_hair_oil_180ml+combo_45ml_free.png,42,88,83,1000,1,1607007117,1607007117
160,67,Dabur_sarso_Amla_Hair_oil_175ml.png,41,50,48,1000,1,1607007117,1607007117
161,67,Dabur_sarso_Amla_Hair_oil_500ml.png,63,150,142,1000,1,1607007117,1607007117
162,68,Meera_Hair_Oil_250ml.png,51,100,94,1000,1,1607007117,1607007117
163,68,Meera_Hair_Oil_500ml.png,63,180,170,1000,1,1607007117,1607007117
164,69,Meera_Herbal_Hair_Oil_75ml.png,20,45,43,1000,1,1607007117,1607007117
165,70,Navaratan_Hair_Oil_50ml.png,15,41,39,1000,1,1607007117,1607007117
166,70,Navaratan_Hair_Oil_100ml.png,27,80,77,1000,1,1607007117,1607007117
167,70,Navaratan_Hair_Oil_200ml.png,47,138,133,1000,1,1607007117,1607007117
168,70,Navaratan_Hair_Oil_300ml.png,54,182,173,1000,1,1607007117,1607007117
169,70,Navaratan_Hair_Oil_500ml.png,63,295,280,1000,1,1607007117,1607007117
170,71,Aswini_Hair_Oil_45ml.png,13,40,38,1000,1,1607007117,1607007117
171,71,Aswini_Hair_Oil_90ml.png,25,76,72,1000,1,1607007117,1607007117
172,71,Aswini_Hair_Oil_180ml.png,42,146,140,1000,1,1607007117,1607007117
173,71,Aswini_Hair_Oil_360ml.png,361,283,275,1000,1,1607007117,1607007117
174,72,Vasmol_33_Hair_Oil_100ml.png,27,60,57,1000,1,1607007117,1607007117
175,73,Parachute_Alovera_Hair_Oil_75ml.png,20,40,38,1000,1,1607007117,1607007117
176,73,Parachute_Alovera_Hair_Oil_150ml.png,36,80,75,1000,1,1607007117,1607007117
177,73,Parachute_Alovera_Hair_Oil_250ml.png,51,130,115,1000,1,1607007117,1607007117
178,74,Parachute_Jasmine_Oil_90ml.png,25,38,37,1000,1,1607007117,1607007117
179,74,Parachute_Jasmine_Oil_190ml.png,44,82,78,1000,1,1607007117,1607007117
180,74,Parachute_Jasmine_Oil_190ml+combo_free_50_ml_free.png,78,135,128,1000,1,1607007117,1607007117
181,75,Parchute_Advanced_Gold_Hair_Oil_100ml.png,27,40,38,1000,1,1607007117,1607007117
182,75,Parchute_Advanced_Gold_Hair_Oil_200ml.png,47,75,72,1000,1,1607007117,1607007117
183,76,Parachute_Hot_Hair_Oil_190ml.png,44,110,105,1000,1,1607007117,1607007117
184,77,Parachute_Hair_Oil_25ml.png,10,10,9,1000,1,1607007117,1607007117
185,77,Parachute_Hair_Oil_50ml.png,15,20,19,1000,1,1607007117,1607007117
186,77,Parachute_Hair_Oil_100ml.png,27,40,38,1000,1,1607007117,1607007117
187,77,Parachute_Hair_Oil_200ml.png,47,91,87,1000,1,1607007117,1607007117
188,77,Parachute_Hair_Oil_300ml.png,54,126,120,1000,1,1607007117,1607007117
189,77,Parachute_Hair_Oil_600ml.png,66,261,245,1000,1,1607007117,1607007117
190,77,Parachute_Hair_Oil_1ltr.png,83,415,390,1000,1,1607007117,1607007117
191,78,Parachure_Ayurvedic_Coconut_Hair_Oil_45ml.png,13,30,28,1000,1,1607007117,1607007117
192,78,Parachure_Ayurvedic_Coconut_Hair_Oil_95ml.png,26,64,62,1000,1,1607007117,1607007117
193,78,Parachure_Ayurvedic_Coconut_Hair_Oil_190ml.png,44,124,117,1000,1,1607007117,1607007117
194,79,Figaro_Olive_Hair_Oil_100ml.png,27,160,155,1000,1,1607007117,1607007117
195,79,Figaro_Olive_Hair_Oil_200ml.png,47,320,295,1000,1,1607007117,1607007117
196,80,Olive_Hair_Oil_100ml.png,27,99,95,1000,1,1607007117,1607007117
197,81,Dwibhashi_Olive_HairOil_Orea_Eurpeon_Frooti_Oil_100ml.png,27,140,138,1000,1,1607007117,1607007117
198,82,Olivana_Hair_Oil_100ml.png,27,149,139,1000,1,1607007117,1607007117
199,83,Kio_karpin_Olive_Hair_Oil_50ml.png,15,25,24,1000,1,1607007117,1607007117
200,83,Kio_karpin_Olive_Hair_Oil_100ml.png,27,48,46,1000,1,1607007117,1607007117
201,83,Kio_karpin_Olive_Hair_Oil_200ml.png,47,90,87,1000,1,1607007117,1607007117
202,83,Kio_karpin_Olive_Hair_Oil_300ml.png,362,125,120,1000,1,1607007117,1607007117
203,83,Kio_karpin_Olive_Hair_Oil_500ml.png,63,150,142,1000,1,1607007117,1607007117
204,84,Beauty_Looks_Olive_Hair_Oil_100ml.png,27,150,140,1000,1,1607007117,1607007117
205,85,Induleka_Bhringaraja_Hair_oil_22ml.png,9,99,94,1000,1,1607007117,1607007117
206,85,Induleka_Bhringaraja_Hair_oil_50ml.png,15,234,222,1000,1,1607007117,1607007117
207,85,Induleka_Bhringaraja_Hair_oil_100ml.png,27,432,390,1000,1,1607007117,1607007117
208,86,Hair&care_fruit_Hair_Oil_100ml.png,27,60,58,1000,1,1607007117,1607007117
209,87,Hair&care_Dry_Fruit_(Walnut&Almond)Hair_Oil_100ml.png,27,60,58,1000,1,1607007117,1607007117
210,87,Hair&care_Dry_Fruit_(Walnut&Almond)Hair_Oil_300ml.png,54,175,165,1000,1,1607007117,1607007117
211,88,Ayush_lever_Bhringaraja_Hair_oil_22ml.png,9,0,0,1000,1,1607007117,1607007117
212,88,Ayush_lever_Bhringaraja_Hair_oil_50ml.png,15,0,0,1000,1,1607007117,1607007117
213,88,Ayush_lever_Bhringaraja_Hair_oil100ml.png,27,149,141,1000,1,1607007117,1607007117
214,89,Dwibhashi_Hisbiscus_HairOil_mandara_Tailam_100ml.png,27,130,120,1000,1,1607007117,1607007117
215,89,Dwibhashi_Hisbiscus_HairOil_mandara_Tailam_200ml.png,47,240,230,1000,1,1607007117,1607007117
216,90,Patanjali_Kesh_kanti_Almond_HairOil_100ml.png,27,50,47,1000,1,1607007117,1607007117
217,90,Patanjali_Kesh_kanti_Almond_HairOil_200ml.png,47,95,92,1000,1,1607007117,1607007117
218,91,Patanjali_Nariyal_Tail_coconut_Oil_200ml.png,47,95,90,1000,1,1607007117,1607007117
219,92,Patanjali_Kesh_kanti_Amla_Hair_Oil_100ml.png,27,40,38,1000,1,1607007117,1607007117
220,93,Patanjali_Kesh_Kanthi_Hair_Oil_120ml.png,31,130,123,1000,1,1607007117,1607007117
221,93,Patanjali_Kesh_Kanthi_Hair_Oil_300ml.png,54,250,240,1000,1,1607007117,1607007117
222,94,Ozone_Bhringraj_Tail_100ml.png,27,195,185,1000,1,1607007117,1607007117
223,95,Sesa_Hair_oil_130ml.png,11,49,46,1000,1,1607007117,1607007117
224,95,Sesa_Hair_oil_100ml.png,27,150,138,1000,1,1607007117,1607007117
225,96,Himalaya_Anti_Dandruff_Hair_oil_100ml.png,27,100,95,1000,1,1607007117,1607007117
226,97,Himalaya_Anti_Hair_Fall_Hair_Oil_100ml.png,27,125,120,1000,1,1607007117,1607007117
227,98,Srinidhi_Herbal_Hair_Oil_100ml.png,27,199,190,1000,1,1607007117,1607007117
228,99,Kesh_King_Hair_oil_50ml.png,15,80,75,1000,1,1607007117,1607007117
229,99,Kesh_King_Hair_oil_100ml.png,27,170,160,1000,1,1607007117,1607007117
230,100,VCARE_HAIR_OIL_100ml.png,27,195,185,1000,1,1607007117,1607007117
231,101,Banjara's_Hair_Oil_125ml.png,33,199,179,1000,1,1607007117,1607007117
232,102,Biotique_Bringraj_Hair_Oil_120ml.png,31,159,151,1000,1,1607007117,1607007117
233,102,Biotique_Bringraj_Hair_Oil_200ml.png,47,265,250,1000,1,1607007117,1607007117
234,103,Patanjali_Kesh_Kanti_Hair_Cleanser_with_Milk_Protein_200ml.png,47,95,90,1000,1,1607007117,1607007117
235,104,Patanjali_Kesh_Kanti_shikakai_Shampoo_200ml.png,47,95,90,1000,1,1607007117,1607007117
236,105,patanjali_Natural_Hair_cleanser_200ml.png,47,75,72,1000,1,1607007117,1607007117
237,106,Patanjali_Keshkanti_Reetha_Hair_cleanser_200ml.png,47,85,82,1000,1,1607007117,1607007117
